,post_id,content_series,post_content
155,32005243,,"Flamengo | No Dia do Goleiro, fica a nossa homenagem a todos eles que defendem a meta rubro-negra com raça, amor e paixão! 🧤❤️🖤#CRF | Instagram"
156,31622162,,"Flamengo | O Brasil está de luto. Um dos maiores artistas brasileiros de todos os tempos, Ziraldo nos deixou neste sábado, 6 de abril, com 91 anos... | Instagram"
157,31355433,,"Flamengo | Os jogos do Mengão na fase de grupos da @libertadoresbr! #CRF #VamosFlamengo | Instagram"
158,30168918,,"Flamengo | FIMMMM DE JOGO EM OSASCO!!! 🔴⚫️Os #GarotosDoNinho vencem o São Bento-SP por 2 a 1, na Copinha! Werton e Lorran marcaram para o ... | Instagram"
159,31274809,,"Flamengo | JOGAREMOS JUNTOS EM MAIS UMA DECISÃO! VVVAAAAMMMMOOOOOS, FLLAAAMMMEEEEEENNNGGGOOOOOOOOOO📸 Gilvan de Souza / CRF#VamosFlamengo #CRF | Instagram"
160,31291321,,"Flamengo | 𝗢 𝗠𝗔𝗜𝗦 𝗤𝗨𝗘𝗥𝗜𝗗𝗢 𝗧𝗔́ 𝗡𝗔 𝗔́𝗥𝗘𝗔.📸 Marcelo Cortes / CRF#VamosFlamengo #CRF | Instagram"
161,30819095,,"Flamengo | ES EL URUMENGO OLVIDE TODO OK? 🇺🇾📸 Marcelo Cortes / CRF#VamosFlamengo #CRF | Instagram"
162,30378835,Birthday,"Flamengo | O nosso ídolo Fio Maravilha, que conquistou o Carioca de 1972 com o Manto Sagrado, faz aniversário nesta sexta-feira! Foram 82 gols em ... | Instagram"
163,31744705,,"Flamengo | Os números do jogo!Fonte: @sofascorebr_oficial #CRF #VamosFlamengo | Instagram"
164,31074235,Birthday,"Flamengo | Hoje também é aniversário do nosso volante Allan, campeão da Taça Guanabara com o Manto! Parabéns, felicidades e SRN, Allan! #CRF | Instagram"
165,30417588,,"Flamengo | 🇧🇷 NOSSO TIME É A GENTE EM CAMPO! O Mengão está escalado pro #NIGxFLA, que acontece em João Pessoa. A bola rola às 18h10 (hor ... | Instagram"
166,30510793,Birthday,"Flamengo | O nosso ex-goleiro César, campeão da Copinha, do Brasileiro, da Copa do Brasil, do Carioca, da Supercopa, da Recopa e da Libertadores c... | Instagram"
167,31744708,,"Flamengo | Intervalo no Serra Dourada! O MENGÃO vai vencendo por 1 a 0 com golaço de De La Cruz! #ACGxFLA #VamosFlamengo | Instagram"
168,31747024,,"Flamengo | Us in real life 🫶 | Instagram"
169,31495628,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O NOVA IGUAÇU, PELO @CARIOCAO! #VamosFlamengo #NIGxFLA | Instagram"
170,31052936,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O MADUREIRA, PELO @CARIOCAO! #VamosFlamengo #FLAxMAD | Instagram"
171,30209441,,"Flamengo | FIMMMM DE JOGO EM OSASCO!!! 🔴⚫️Os #GarotosDoNinho vencem o Audax-SP por 2 a 0, e se classificam para a 2ª fase da Copinha! Wert... | Instagram"
172,31052933,,"Flamengo | SOLTA! 🇺🇾 🪄 📸 Marcelo Cortes / CRF#VamosFlamengo #CRF | Instagram"
173,31052934,,"Flamengo | Intervalo de jogo. O MENGÃO vai vencendo por 1 a 0 com gol de Arrasca. #FLAxMAD #VamosFlamengo | Instagram"
174,31609331,,"Flamengo | Mostrar ao mundo quem somos. Colocar o único Manto Sagrado no nosso lugar: o topo.#VamosFlamengo | Instagram"
175,32005238,,"Flamengo | Contamos com a Maior do Mundo! ❤️🖤 Os ingressos para Flamengo x Amazonas já estão disponíveis para os sócios-torcedores de t... | Instagram"
176,30992814,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO!📸 Gilvan de Souza / CRF#VamosFlamengo #CRF | Instagram"
177,30445212,,"Flamengo | Bom dia, Nação! #VamosFlamengo 📸 Gilvan de Souza / CRF | Instagram"
178,30562402,,"Flamengo | Pra começar o jogo com o pé direito, BH! 🤩2️⃣7️⃣📸 Marcelo Cortes / CRF#SCOxFLA #VamosFlamengo | Instagram"
179,31987313,,"Pra cima, Mengão!Os ingressos para Flamengo x Amazonas, no Maracanã, já estão à venda para o nível 0 do Nação Sócio-Torcedor.... | Instagram"
180,31249068,,"Flamengo | FIMMMMMMM DE JOGO NO URUGUAI! O MENGÃO VENCE O ROSARIO CENTRAL POR 2 A 1, DE VIRADA, COM DOIS GOLS DE IAGO, E VAI À FINAL DA LIBERTADOR... | Instagram"
181,30457930,,"Flamengo | 2019 está guardado na memória de cada rubro-negro. E neste mês quem tem o combo Globoplay e FlaTV+ pode assistir aos principais jogos ... | Instagram"
182,31230459,,"Flamengo | O #GarotoDoNinho Matheus Gonçalves é o novo camisa 2️⃣0️⃣ do Mengão! 🔴⚫️#CRF 📸: Gilvan de Souza /CRF | Instagram"
183,30169381,,"Flamengo | FIMMMM DE JOGO NA COPINHA!!! 🔴⚫️Os #GarotosDoNinho estreiam com o pé direito e vencem o São José-RS por 2 a 1, em Osasco! Pet... | Instagram"
184,31249077,,"Flamengo | Bom dia, Maior Torcida do Mundo… começando o expediente com um #MantosBrabos que reflete exatamente como é ficar uma semana inteira s... | Instagram"
185,30417582,,"Flamengo | HOJE TEM MENGÃO NA COPINHA!!! 🔴⚫️Os #GarotosDoNinho enfrentam o Cruzeiro pela semifinal, às 19h30 (horário de Brasília), em ... | Instagram"
186,31728110,,"Flamengo | O nosso coringa @gersonsantoss está de volta!🃏🙅‍♂️❤️🖤#VamosFlamengo #CRF 📸: Marcelo Cortes /CRF | Instagram"
187,31495617,,"Flamengo | GGGGGGGGGOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOLLLLLLLLLLLL E É PARA SEMPRE! A HISTÓRIA ESTÁ ACONTECENDO DIANTE DOS NOSSOS ... | Instagram"
188,31291313,,"Flamengo | Vocês fizeram história, #GarotosDoNinho! 🏆❤️🖤O Mais Querido é campeão da @libertadoresu20! Agora, vamos em busca do 🌍!... | Instagram"
189,30417611,,"Flamengo | 🤙#FLAxPHI #VamosFlamengo 📸 Gilvan de Souza / CRF | Instagram"
190,30194719,,"Flamengo | DE LA CRUZ E REI! 🇺🇾👑#VamosFlamengo #CRF 📸: Marcelo Cortes /CRF | Instagram"
191,30288241,,"Flamengo | É amanhã, Nação! O MENGÃO enfrenta o Audax, às 21h30, em Manaus, pela primeira rodada do Campeonato Carioca. Acompanhe a transmis... | Instagram"
192,30169176,,"Flamengo | Especial de despedida do craque Everton Ribeiro! É daqui a pouco, às 21h, na FlaTV! Fique ligado! Link nos stories! | Instagram"
193,31667691,,"Na noite desta terça-feira (9), a diretoria do Flamengo recebeu os dirigentes do Palestino-CHI para o tradicional jantar da Conmebol Lib... | Instagram"
194,31847399,,"Flamengo | Primeiro jogo da Terceira Fase da @copadobrasilcbf é em casa! #CRF #VamosFlamengo | Instagram"
195,31747248,,CONMEBOL Libertadores | ❤️🖤 2⃣0⃣ vezes Pedro! O segundo maior artilheiro da história do @Flamengo na CONMEBOL #Libertadores e com a #GloriaEterna na ... | Instagram"
196,30819103,Squad List,"Flamengo | Os homenageados! 1️⃣0️⃣0️⃣ ❤️🖤📸 Gilvan de Souza / CRF | Instagram"
197,30510775,,"Flamengo | 🇧🇷 NOSSO TIME É A GENTE EM CAMPO! O Mengão está escalado para o #PORxFLA na Arena das Dunas. A bola rola às 18h10!#VamosFla... | Instagram"
198,30333147,,"Flamengo | Ele tá na área! Nicooo! #FLAxAUD #VamosFlamengo 📸 Marcelo Cortes / CRF | Instagram"
199,30445209,,"Será que o homem tava à vontade com o Manto? Boa estreia, Nico! 🇺🇾👏#VamosFlamengo 📸 Marcelo Cortes / CRF | Instagram"
200,30169465,,Time Flamengo | FIIIIIIIIIIIIIIIIIMMMMMMMMMMMMMM DE JOGAAAAAAAAAAAAAAAAAÇOOOOOOOOOOO NO MARACANÃZINHO!!!!!!!!!!!!!!!!!!!!!!!!Em grande atuação cole... | Instagram"
201,31291316,,"Flamengo | Fim do primeiro tempo no Uruguai! O MENGÃO vai vencendo o Boca, de virada, por 2 a 1! Shola e Lorran marcaram! É final de Libertadores ... | Instagram"
202,31156830,,"Flamengo | ISSO AQUIÉF L A M E N G O O O O O O O O O O O O O📸 Adriano Fontes / CRF#VamosFlamengo #CRF | Instagram"
203,31746760,,Time Flamengo | FIIIIIIIIIIIIIIIIIMMMMMMMMMMMMMM DE JOGAAAAAAAAAAAAAAAAAÇOOOOOOOOOOO NO MARACANÃZINHO!!!!!!!!!!!!!!!!!!!!!!!!Em grande atuação cole... | Instagram"
204,31746846,,FC Series | 🏆 @gersonsantoss is our MAN OF THE MATCH presented by @universalorlando | Instagram"
205,31156832,,"Flamengo | T A P A. 🇺🇾🪄📸 Marcelo Cortes / CRF#VamosFlamengo #CRF | Instagram"
206,31391426,,"Flamengo | Seguimos na luta contra o racismo! RACISMO É CRIME! Sejamos todos do time dos antirracistas! ✊🏿#CRF | Instagram"
207,31747080,,"Flamengo | Léo 🤝 Léo | Instagram"
208,31431776,Birthday,"Flamengo | O nosso lateral-direito Varela, campeão da Libertadores (2022), da Copa do Brasil (2022) e da Taça Guanabara (2024) com o Manto, faz an... | Instagram"
209,31637582,,"Flamengo | 🇺🇾🏆❤️🖤#ErgaATaça 📸 Gilvan de Souza / CRF | Instagram"
210,30699954,,"Flamengo | O meu FLAMENGO é a cara do Brasil! ❤🖤🟢⚪ @mocidadeoficial 📸 Gilvan de Souza / CRF#VamosFlamengo #CRF | Instagram"
211,31213200,Birthday,"Flamengo | Hoje é aniversário do nosso ex-volante Willian Arão! Com o Manto Sagrado, ele conquistou:🏆 Carioca (2017, 2019, 2020 e 2021)  ... | Instagram"
212,31609324,,"Flamengo | Cada Manto tem sua história. Podemos vestir modelos idênticos, mas cada peça tem um pouco da trajetória de quem a veste. De quem nos ... | Instagram"
213,31156824,,"Flamengo | Boa noite, Maior do Mundo! #VamosFlamengo 📸 Marcelo Cortes / CRF | Instagram"
214,31156852,,"Flamengo | ❤️ Que momento 🖤📸 César Nogueira / CRF | Instagram"
215,31685119,,"Flamengo | 𝗙𝗘́ 𝗡𝗢 𝗠𝗘𝗡𝗚𝗢!📸 Marcelo Cortes / CRF#VamosFlamengo | Instagram"
216,30562392,,"Não é surpresa, mas é sempre emocionante: A MAIOR TORCIDA DO MUNDO É UM FENÔMENO INIGUALÁVEL!Quanta paixão na capital paraense! ... | Instagram"
217,31637592,,"Flamengo | A MENOR MÉDIA DE GOLS SOFRIDOS NA HISTÓRIA DO CAMPEONATO CARIOCA! #ErgaATaça | Instagram"
218,30244247,,"Flamengo | 🔴⚫️Mengão definido para ao mata-mata da Copinha!Confira a escalação dos #GarotosDoNinho para a partida contra o Náutico-PE, ... | Instagram"
219,31274858,,"Flamengo | Maior Torcida do Mundo,Vocês já sabem muito bem: 𝗡𝗢𝗦𝗦𝗢 𝗧𝗜𝗠𝗘 𝗘́ 𝗔 𝗚𝗘𝗡𝗧𝗘 𝗘𝗠 𝗖... | Instagram"
220,31714555,,"Flamengo | Só dá eu e meu parceiroEu e casca de bala 🇺🇾🎶🎵#VamosFlamengo #CRF 📸: Marcelo Cortes /CRF | Instagram"
221,31847377,,"Flamengo | O quadrado é um quadrilátero regular congruente, ou seja, uma figura geométrica com quatro lados de mesmo comprimento e quatro ângulo... | Instagram"
222,31375583,,"Flamengo | 👀 na final, Nação! #CRF #VamosFlamengo | Instagram"
223,30699960,,"Flamengo | Já está marcado no meu calendário; vermelho-preto é vitória que virá!🟢⚪🟡 @imperatrizleopoldinenseoficial #VamosFlamengo... | Instagram"
224,30819088,,"Flamengo | O carinho com que meu cria trata a pelota... 🤌🤌📸 Marcelo Cortes / CRF#VamosFlamengo #CRF | Instagram"
225,31975634,,"Flamengo | MENGOOOOO! MAIS TRÊS!!! FIM DE JOGO NA VILA BELMIRO!O Mengão Sub-20 vence o Santos, fora de casa, por 3 a 1, com gols de Shola, Felip... | Instagram"
226,30687206,,"Flamengo | Matías Viña vestirá o Manto Sagrado de número 17 no Mais Querido! #CRF | Instagram"
227,30562419,Birthday,"Flamengo | Hoje também é aniversário do nosso ídolo Obina, que foi muito 🎵melhor que o Eto’o! 🎵 Com o Manto Sagrado, ele foi tricampeão... | Instagram"
228,31637591,,"Flamengo | ELE É BOLADO E CONHECE MUITO O CAMINHO DA REDE! É O P9, ESQUECE! ARTILHEIRO DO CAMPEONATO CARIOCA! #ErgaATaça | Instagram"
229,30992796,,"Flamengo | Chegou há pouco tempo, mas já está completamente integrado à Maior Torcida do Mundo! 🇺🇾❤️🖤📸 Gilvan de Souza / CRF#... | Instagram"
230,31622163,,"Flamengo | O nosso Manto é erguido por nós. Milhões de mãos colocando nossas valores no topo. O que nossas cores conquistam é por NOSSA causa. ... | Instagram"
231,31746800,,Gameday in St. Petersburg 🇺🇸 | Instagram"
232,31847380,,"Flamengo | Olha a pedra!💣📸: Gilvan de Souza/CRF | Instagram"
233,31652339,,"Flamengo | Bom dia! 🏆❤️🖤#ErgaATaça 📸 Gilvan de Souza / CRF | Instagram"
234,31512119,,"Flamengo | Feliz Páscoa, Nação! ❤️#CRF | Instagram"
235,31747203,,"Flamengo | Our favorite song on the album ❤️🖤 @beyonce | Instagram"
236,30800502,Birthday,"Flamengo | Aniversário do nosso zagueirão Fabrício Bruno! Com o Manto, ele conquistou a Libertadores e a Copa do Brasil em 2022! Parabéns, felic... | Instagram"
237,31847373,,"Flamengo | AHHHHHHH É BRUNO HENRIQUE! 🎶#VamosFlamengo 📸 Marcelo Cortes / CRF | Instagram"
238,31291312,,"Nação, estamos no Uruguai, querem algo?🔴⚫️🏆CAAAAAMMMMMPPPPEEEEEEÃÃÃÃÃOOOOOOOOO#VAMOSFLAMENGO | Instagram"
239,31746761,,"FC Series | 🇺🇸 A match to inspire future generations.@flamengoen will face @philaunion on January 21 in St. Petersburg, FL. ⚽️🌴Up to... | Instagram"
240,30819096,,"Flamengo | VEM, ME ABRAÇA MAIS!📸 Gilvan de Souza / CRF#VamosFlamengo #CRF | Instagram"
241,31685125,,"Flamengo | Nós.Por nós.Pelos nossos.𝗦𝗘𝗠𝗣𝗥𝗘!📸 Gilvan de Souza / CRF#VamosFlamengo #CRF | Instagram"
242,30346010,,"Flamengo | Na moral, QUE SAUDADE QUE EU TAVA DE VER O MENGÃO EM CAMPO! 🥰❤🖤📸 Marcelo Cortes / CRF#VamosFlamengo #CRF | Instagram"
243,30800472,,"Flamengo | Giro + tapa + rede.𝘽 𝙊 𝙇 𝘼 𝘿 𝙊.📸 Marcelo Cortes / CRF#VamosFlamengo #BANxFLA | Instagram"
244,31156827,,"Flamengo | Pedro é o artilheiro do Novo Maraca: 78 gols! #CRF #VamosFlamengo 📸 Adriano Fontes / CRF | Instagram"
245,31495622,,"Flamengo | Falta 1 (um) gol pro Mengão fazer 13 mil na história. Quem será o pai dessa criança?📸: Marcelo Cortes/CRF#NIGxFLA #VamosFlamengo | Instagram"
246,30445193,,"Flamengo | 🔴⚫️Mengão definido para a semifinal da Copinha!Confira a escalação dos #GarotosDoNinho para a partida contra o Cruzeiro, vale... | Instagram"
247,31040447,Birthday,"Flamengo | 459 anos da nossa Cidade Maravilhosa! Parabéns, RJ! 👏🎂❤️🖤#CRF | Instagram"
248,30169403,Birthday,"Flamengo | Campeão brasileiro (2009) e carioca (2011) com o Manto, o ex-volante chileno Maldonado faz aniversário hoje. Parabéns, felicidades e S... | Instagram"
249,30346002,,"Flamengo | HOJE TEM MENGÃO NA COPINHA!!! 🔴⚫️Os #GarotosDoNinho enfrentam o Aster-SP pelas quartas de final, às 19h (horário de Brasília... | Instagram"
250,32019503,,"Flamengo | ➕3️⃣✅ MENGO!!!!Os #GarotosDoNinho do Sub-17 fazem 3 a 0 no Fluminense, em Xerém, pela Copa Rio! Douglas Telles, duas vezes com... | Instagram"
251,31570538,,"Flamengo | Os cinco primeiros jogos do MENGÃO no @brasileirao! #CRF #VamosFlamengo | Instagram"
252,31052929,,"Flamengo | ILUMINADO! 4️⃣❤️🖤📸 Gilvan de Souza / CRF#VamosFlamengo #CRF | Instagram"
253,30538792,Birthday,"Flamengo | O ídolo Romário, quarto maior artilheiro da nossa história com 204 gols em 240 jogos, faz aniversário nesta segunda-feira. Com o Mant... | Instagram"
254,30918311,Birthday,"Flamengo | O nosso ex-goleiro Felipe, campeão do Campeonato Carioca (2011 e 2014) e da Copa do Brasil (2013) com o Manto Sagrado, faz aniversário ... | Instagram"
255,31637589,,"Flamengo | É O 𝗠𝗘𝗡𝗚𝗢, ESQUECE!📸 Gilvan de Souza / CRF#ErgaATaça | Instagram"
256,30168920,,"Flamengo | Tudo sobre a chegada de @nicodelacruz10! É amanhã, na FlaTV! #CRF | Instagram"
257,31637610,,"Flamengo | (Nos) Ergamos. Por nós, pelos nossos. #VamosFlamengo #FLAxNIG | Instagram"
258,31875451,,"Flamengo | É domingo, Nação! O MENGÃO enfrenta o Palmeiras, às 16h, fora de casa, pelo Brasileirão! Acompanhe a transmissão em áudio da Fl... | Instagram"
259,32019509,,"Flamengo | É amanhã, Nação! O MENGÃO enfrenta o Botafogo, às 11h, no Maracanã, pelo Brasileirão! Acompanhe a transmissão em áudio da Fla... | Instagram"
260,30992813,,"Flamengo | ISSO AQUI É MUITO FLAMENGO! 📸 Gilvan de Souza / CRF#VamosFlamengo #CRF | Instagram"
261,31249066,,"Flamengo | DECISIVO! IAGO é o nome dele! 📸 @libertadoresu20 #GarotosDoNinho #VamosFlamengo | Instagram"
262,31125782,Birthday,"Flamengo | Hoje é aniversário do nosso cria Igor Jesus, campeão da Taça Guanabara 2024 com o Manto! Parabéns, felicidades e SRN! 👏🎂❤️... | Instagram"
263,31728113,Birthday,"Alô, Fortaleza! A bela capital do Ceará faz 298 anos neste sábado! Parabéns para a cidade e para todos os rubro-negros locais! 👏 ... | Instagram"
264,30257251,,"Flamengo | No primeiro dia de Mengão, a craque Cristiane esteve no Ninho do Urubu e depois dos testes, foi recebida pelo presidente Rodolfo Landim ... | Instagram"
265,30276516,,"Flamengo | Partiu, oitavas de final! O MENGÃO, agora, enfrenta o Botafogo-SP na Copinha! #CRF #GarotosDoNinho 📸 Victor Andrade / CRF | Instagram"
266,31570545,,"Flamengo | Nossas cores vão na frente. Abrindo os caminhos. Por nós, pelos nossos.#VamosFlamengo 📸 Pedro Miziara | Instagram"
267,31746850,,Orlando City SC | 🇺🇾 | Instagram"
268,31685126,,"Flamengo | Os números do jogo! Fonte: @sofascorebr_oficial #CRF #VamosFlamengo | Instagram"
269,31906280,,"Flamengo | 📍🏟️Já estamos no Allianz Parque, onde o Mengão encara o Palmeiras, pelo @Brasileirao, às 16h! VAMOS, MENGÃO! #VamosFlam... | Instagram"
270,31959382,,"Flamengo | Te vejo no Maraca? ❤️🖤
Nação, domingo tem jogo do Mengão pelo @brasileirao e as vendas para o público geral já estão abert... | Instagram"
271,30333149,,"Flamengo | OS #GAROTOSDONINHO ESTÃO ON!Com muita raça conquistaram a vaga nos últimos segundos para as quartas de final! Próxima partida é co... | Instagram"
272,30800460,,"Flamengo | Ê, alafiou! Ê, alafiá! É o 𝙉𝙄𝙉𝙃𝙊 𝘿𝙊 𝙐𝙍𝙐𝘽𝙐 preparado pra lutar!@unidosdoviradouro 📸 Marcelo... | Instagram"
273,31652337,,"Flamengo | Já não sabe? 😏📸: Marcelo Cortes / CRF#VamosFlamengo #ErgaATaça | Instagram"
274,31156848,,"Flamengo | FIMMMMMMMMMMMMMM DE JOGOOOOOOOOOOOOOOOOO! OS #GAROTOSDONINHO ESTREIAM COM GOLEADA NA COPA RIO SUB-17! COMANDADOS POR FILIPE LUÍS, FLAM... | Instagram"
275,30604960,,"Flamengo | É amanhã, Nação! O MENGÃO enfrenta o Vasco, às 19h, no Maracanã, pelo Campeonato Carioca! Acompanhe a transmissão em áudio da ... | Instagram"
276,30562414,Birthday,"Flamengo | Mais um aniversariante do dia: o nosso ex-goleiro Hugo Souza! Com o Manto, ele foi campeão carioca (2021), brasileiro (2020), da Superco... | Instagram"
277,31652338,Birthday,"Flamengo | Hoje é aniversário do nosso ex-atacante @hernanebrocador, campeão e artilheiro da Copa do Brasil com o Manto Sagrado em 2013. Parabén... | Instagram"
278,30860172,,"Flamengo | Hoje tem Jogo Histórico na FlaTV+! Vamos relembrar a goleada sobre o Grêmio, que classificou o Mengão para a final da Libertadores 201... | Instagram"
279,30276522,,"Flamengo | 🔴⚫️Mengão definido para o mata-mata da Copinha!Confira a escalação dos #GarotosDoNinho para a partida contra o São José-RS,... | Instagram"
280,30992812,,"Flamengo | LÁ VAI MARIMBA! 🧅💣📸 Gilvan de Souza / CRF#VamosFlamengo #CRF | Instagram"
281,31975645,,"Flamengo | As datas dos jogos da Terceira Fase da @copadobrasilcbf estão definidas. Confere! #CRF #VamosFlamengo | Instagram"
282,31959377,,"Flamengo | É amanhã, Nação! O MENGÃO enfrenta o Bolívar (BOL), fora de casa, às 21h30 (horário de Brasília), pela fase de grupos da @libe... | Instagram"
283,31546676,,"Flamengo | É amanhã, Nação! O MENGÃO estreia na Conmebol Libertadores, às 19h (horário de Brasília), contra o Millonarios (COL), fora de c... | Instagram"
284,31747117,,CONMEBOL Libertadores Sub 20 | 🏆⚽ @Flamengo finalista! O rubro-negro está pela primeira vez na decisão da CONMEBOL #LibertadoresSub20 | Instagram"
285,30562390,,"Flamengo | 𝑰 𝑴 𝑷 𝑨 𝑹 𝑨́ 𝑽 𝑬 𝑳.. 🏃💨📸 Marcelo Cortes / CRF#VamosFlamengo #CRF | Instagram"
286,30538781,,"Flamengo | Jogadores e comissão técnica do Mengão realizaram um jantar de confraternização, na última noite nos Estados Unidos. 🇺🇸🤝 ... | Instagram"
287,31460278,,"Flamengo | Sábado tem final no Maraca! E você, sócio-torcedor, já pode garantir o seu ingresso para o Nova Iguaçu x Flamengo deste sábado (3... | Instagram"
288,30592839,Birthday,"Flamengo | O nosso ex-goleiro Diego, campeão carioca (2004, 2007, 2008 e 2009), da Copa do Brasil (2006) e brasileiro (2009) com o Manto, faz anive... | Instagram"
289,30819087,,Boa noite! ❤️🖤#VamosFlamengo 📸 Marcelo Cortes / CRF | Instagram"
290,30169366,,"Flamengo | A FlaTV conversou com Everton Ribeiro e preparou um especial emocionante! Não perca o papo com o craque, que vai ao ar às 21h na FlaTV+... | Instagram"
291,30800536,,Time Flamengo | FINAAAAAAAAAAAAL DE JOGO NO MARACANÃZINHO! 🏐O #SESCRJFLAMENGO TEM GRANDE ATUAÇÃO E VENCE O CLÁSSICO CONTRA O FLUMINENSE POR 3 A ... | Instagram"
292,31652325,,🥇🔴⚫️ Pose de CAMPEÃO da América!Os #GarotosDoNinho receberam as faixas e fizeram a foto oficial como campeões da Conmebol ... | Instagram"
293,30276519,,"Flamengo | Intervalo de jogo em Osasco. O MENGÃO vai vencendo o São José (RS) por 2 a 1, pela Terceira Fase da Copinha. Os gols rubro-negros fora... | Instagram"
294,30378799,,"Flamengo | O Mengão já tem adversário definido na Copinha!Os #GarotosDoNinho enfrentam o Cruzeiro, na segunda (22), em Barueri, às19h30 com t... | Instagram"
295,30333160,,"Flamengo | MENGÃO NA ÁREA! 🏟️🔴⚫️Às 21h30 (Brasília), O Mais Querido fará sua estreia na temporada e no Campeonato Carioca 2024. A... | Instagram"
296,30288252,Birthday,"Flamengo | O nosso ex-lateral-esquerdo Athirson, campeão da Copa Ouro Sul-Americana (1996), do Campeonato Carioca (1996, 1999 e 2000) e da Copa Mer... | Instagram"
297,30643793,Birthday,"Flamengo | O nosso ex-lateral Juan faz aniversário hoje! Com o Manto, ele conquistou títulos importantíssimos como a Copa do Brasil de 2006, o Br... | Instagram"
298,30230581,,"Flamengo | HOJE TEM MENGÃO!!! 🔴⚫️Os #GarotosDoNinho enfrentam o Náutico-PE pelo mata-mata da Copinha, às 21h30 (horário de Brasília), ... | Instagram"
299,30169392,,"Flamengo | HOJE TEM MENGÃO!!! 🔴⚫️Os #GarotosDoNinho dão o pontapé inicial do futebol Rubro-Negro em 2024, pela Copinha, contra o São Jo... | Instagram"
300,31728103,,"Flamengo | 🔴⚫️É GOLEADA DOS #GAROTOSDONINHO!!!Fim de jogo na Copa Rio Sub-17!! O Mengão venceu o Resende por 6 a 0! Joshua fez um hat tri... | Instagram"
301,30699952,,"Flamengo | Mengão, valeu! Hoje o Maraca é quizumba; é batuque, canto e dança; jogo e gol do meu Mengo!🔵⚪ @unidosdevilaisabel 📸 Gilva... | Instagram"
302,31747014,,Time Flamengo | FINAAAAAAAAAAAAL DE JOGO NO MARACANÃZINHO! 🏐O #SESCRJFLAMENGO TEM GRANDE ATUAÇÃO E VENCE O CLÁSSICO CONTRA O FLUMINENSE POR 3 A ... | Instagram"
303,31987311,Birthday,"Flamengo | Hoje também é aniversário do nosso cria Cleiton, campeão da Libertadores (2022), da Copa do Brasil (2022) e do Carioca (2024) com o M... | Instagram"
304,31652332,,"Flamengo | 𝘼𝙇𝙐𝘾𝙄𝙉𝘼𝙉𝙏𝙀 🏃💨 🇺🇾📸 Gilvan de Souza / CRF#VamosFlamengo #ErgaATaça | Instagram"
305,30524298,,"Flamengo | Se é jogo histórico, você confere na FlaTV+! Acesse agora: flatvmais.com.br #CRF | Instagram"
306,30550188,,"Flamengo | É amanhã, Nação!O MENGÃO enfrenta o Sampaio Corrêa (RJ), às 21h30, em Belém, pelo Campeonato Carioca. Acompanhe a transmissão ... | Instagram"
307,30168914,Birthday,"Flamengo | Hoje é aniversário do nosso ídolo Sávio, o Anjo Loiro da Gávea! Com o Manto, ele foi campeão carioca (1996) e da Copa Ouro Sul-Am... | Instagram"
308,30169404,,"Flamengo | Fique ligado na FlaTV+! Hoje, às 17h, tem Flamengo Além do Esporte! Acesse agora: flatvmais.com.br #CRF | Instagram"
309,30699967,,"Flamengo | Olhe pro céu onde a lua vagueia; as estrelas brilham no chão... nossa torcida é a luz que clareia; ô FLAMENGO do meu coração!🔴... | Instagram"
310,31274817,,"Flamengo | Estamos na área! 🇺🇾❤️🖤#FLAxFLU #VamosFlamengo 📸 Marcelo Cortes / CRF | Instagram"
311,31052925,,"Flamengo | A GENTE EM CAMPO!📸 Gilvan de Souza / CRF#VamosFlamengo #CRF | Instagram"
312,31213193,,"Flamengo | Servidos? ⚽️💨#VamosFlamengo 📸: Marcelo Cortes /CRF | Instagram"
313,30209457,,"Flamengo | Fique ligado na FlaTV+! Vamos relembrar esse jogão a partir das 15h! Acesse agora: flatvmais.com.br #CRF | Instagram"
314,31747138,,CONMEBOL Libertadores Sub 20 | 💪 O caminho para o título!⚽🤩 Os adversários do @flamengo na Semifinal e na Final para a conquista da CONMEBOL #LibertadoresSu... | Instagram"
315,30992815,,"Flamengo | Os números do jogo! Fonte: @footstats.i2a #FLAxFLU #VamosFlamengo | Instagram"
316,31482568,Birthday,"Flamengo | Parabéns, Salvador! 475 anos! A todos os torcedores do Mengão locais, o nosso forte abraço! 👏🎂❤️🖤#CRF | Instagram"
317,31728106,,"Flamengo | Vamos, Flamengo! ❤️🖤

Os sócios-torcedores dos níveis 3 e 4 já podem garantir seus ingressos para Flamengo x São Paulo, pelo... | Instagram"
318,31025903,,"Flamengo | Fim de jogo na rua Bariri! Os #GarotosDoNinho iniciam a Copa Olaria Renovado com vitória sobre os donos da casa.⚽️Ryan Pablo⚽️... | Instagram"
319,30992834,,"Flamengo | É amanhã, Nação! O MENGÃO enfrenta o Fluminense, às 16h, no Maracanã, pelo Campeonato Carioca! Acompanhe a transmissão em áudi... | Instagram"
