,post_id,content_series,platform,url,impressions,likes,comments,post_content
132002,19157395,1,instagram,https://www.instagram.com/p/Cktq7C0PC2Q/,999108,64379.0,179.0,"Flamengo | FIM DE JOGO NA FONTE LUMINOSA! 

Com gols de @gica_souza09, @solejaimes e @duda_rodrigues_11, o Mengão vence a Universidad do Chile por ... | Instagram"
148494,16880972,1,instagram,https://www.instagram.com/p/Cgo_mAeLy9H/,643975,54162.0,267.0,Flamengo | Fim de jogo na Gávea! O MENGÃO vence o Ceará por 2 a 0 com gols de @mateuslima_09 e @wertonr e se classifica para a próxima fase do B... | Instagram
132028,15721727,1,instagram,https://www.instagram.com/p/CeZWCw7pd3Y/,406164,21153.0,113.0,"Flamengo | FIM DE JOGO NO MARTINS PEREIRA! 

Com gol de pênalti de @maria_eduarda.f nos últimos minutos, Mengão faz 1 a 0 no São José e vence m... | Instagram"
148500,16434218,1,instagram,https://www.instagram.com/p/CfrNh3fLyqN/,417192,39001.0,174.0,"Flamengo | Na final! 

Com gols de Wesley, Vinícius, Petterson e Daniel Cabral, o MENGÃO goleia o Bangu por 4 a 0, na Gávea, e avança para a dec... | Instagram"
132022,16985187,1,instagram,https://www.instagram.com/p/Cgz1cIvJAuN/,609797,56717.0,283.0,"Flamengo | Fim de jogo na Gávea!

Com gols das estreantes Crivelari e Isadora, as #MeninasDaGávea vencem o Red Bull Bragantino por 2 a 1. O Mengã... | Instagram"
132015,17966104,1,instagram,https://www.instagram.com/p/Ciik-fuJEPk/,749171,62302.0,242.0,Flamengo | ESTAMOS NA FINAL! Fim de jogo na Copa Gramado Sub-16 com mais uma vitória dos #GarotosdoNinho! O Mengão venceu por 2 a 1 o Palmeiras. F... | Instagram
132021,17055871,1,instagram,https://www.instagram.com/p/Cg9tS8yL7ky/,669909,49352.0,180.0,"Flamengo | Fim de jogo na Arena Barueri! 

@maria_eduarda.f marca de pênalti e o Mengão empata com o Santos em 1 a 1 pela última rodada do @brfem... | Instagram"
148474,18206151,1,instagram,https://www.instagram.com/p/CjEBjvnp0tR/,821348,58677.0,190.0,"Flamengo | ESTREIA COM GOLEADA! 🔴⚫️
Os #GarotosDoNinho do Sub-20 venceram o Aster Brasil-ES por 5 a 1 na Gávea. Wesley, Santiago, Ryan Luka ... | Instagram"
132006,18735407,1,instagram,https://www.instagram.com/p/CkEbeNBJLO9/,767170,60972.0,166.0,"Flamengo | PARTIU SEMIFINAL!!!🔴⚫️

Os #GarotosDoNinho do Sub-20 voltaram a vencer o Fluminense-PI, dessa vez por 1 a 0, e com placar agregado... | Instagram"
132000,19986831,1,instagram,https://www.instagram.com/p/Ck0zwerrj11/,781886,45177.0,287.0,"Flamengo | Fim de jogo. O Flamengo Sub-17 perde por 2 a 0 para o Vasco, e fecha a temporada 2022 com a classificação para a Copa do Brasil da cate... | Instagram"
132019,17325040,1,instagram,https://www.instagram.com/p/ChTS0BRsPto/,604149,44370.0,322.0,"Flamengo | Fim de jogo na Ilha.

O Flamengo perde para o Internacional por 3 a 1 na primeira partida das quartas de final do Brasileirão. O jogo de... | Instagram"
132010,18425273,1,instagram,https://www.instagram.com/p/Cji7NL7ri9b/,779245,56965.0,177.0,"Flamengo | CLASSIFICADOS! 🔴⚫️

Os #GarotosDoNinho do Sub-20 venceram o América-MG por 2 a 0 e se classificaram para as quartas de final da C... | Instagram"
132016,17935842,1,instagram,https://www.instagram.com/p/Cic9OQFrsrf/,657141,49996.0,144.0,"Flamengo | FIM DE JOGO! Os #GarotosdoNinho do Sub-16 venceram o Internacional por 3 a 0 na Copa Gramado, e se isolaram na liderança da Chave B!

@l... | Instagram"
148490,17142020,1,instagram,https://www.instagram.com/p/ChDUDALpDs9/,520743,44479.0,151.0,"Pelo Brasileirão Sub-17, o MENGÃO empatou em 1 a 1 com o Botafogo, na Gávea. 

#CRF #GarotosDoNinho 

📸 @paulareis.raw / CRF | Instagram"
132017,17504920,1,instagram,https://www.instagram.com/p/ChkwX3JpVEY/,562297,42007.0,229.0,"Flamengo | Fim de jogo no Beira-Rio. O Flamengo empata com o Internacional em 1 a 1 e encerra sua participação no Brasileirão Feminino.

📸: St... | Instagram"
148477,17950941,1,instagram,https://www.instagram.com/p/CifnQnGL51-/,565989,44072.0,132.0,"Flamengo | Fim de jogo na Copa Gramado Sub-16. Já classificado, o Flamengo perdeu por 1 a 0 para o Juventude. O jogo foi válido pela última rodad... | Instagram"
131999,19986807,1,instagram,https://www.instagram.com/p/Ck1aQIfpum_/,637821,37282.0,156.0,"Flamengo | Fim de jogo na Gávea. Flamengo é superado nos pênaltis por 4 a 2 pelo Fluminense e encerra o Carioca Sub-15 na segunda colocação.

�... | Instagram"
132011,18135712,1,instagram,https://www.instagram.com/p/Ci5w6fIvjLf/,694419,38927.0,133.0,"Flamengo | Fim de jogo no Caio Martins. 

Em duelo equilibrado, o Flamengo perde para o Botafogo por 1 a 0 na partida de ida da semifinal do Campeon... | Instagram"
148466,18990030,1,instagram,https://www.instagram.com/p/Ckdm3InLOIe/,604219,40589.0,288.0,"Flamengo | NA FINAL!🔴⚫️
Fim de jogo na Gávea. Mesmo com a derrota por 2 a 1 para o Botafogo, os #GarotosDoNinho do Sub-15, campeões da Taç... | Instagram"
132003,19054589,1,instagram,https://www.instagram.com/p/CklXA6frWqv/,657597,37443.0,190.0,"Flamengo | Fim de jogo na Gávea. O Flamengo é superado pelo Botafogo por 2 a 0 na final do Campeonato Carioca Feminino. 

📸: @paulareis.raw /CR... | Instagram"
148478,17950943,1,instagram,https://www.instagram.com/p/CifinogLk6z/,502713,38964.0,145.0,"Flamengo | Fim de jogo. No Brasileirão Sub-17, o Flamengo perdeu por 2 a 0 para o América-MG, em jogo válido pela 7ª rodada. 

Os #GarotosdoNinh... | Instagram"
148480,17818656,1,instagram,https://www.instagram.com/p/CiN-J28MTSN/,477376,38777.0,127.0,"Flamengo | SEGUE O LÍDER! 

Os #GarotosdoNinho vencem o Atlético-MG por 3 a 2, de virada, e garantem a liderança do Grupo B do Brasileirão Sub-1... | Instagram"
132018,17344176,1,instagram,https://www.instagram.com/p/ChVV6d9JYPW/,464888,32861.0,237.0,"Flamengo | Fim de jogo na Gávea. O Flamengo perde para o Fluminense por 2 a 1, pelo Brasileirão Sub-17. 

#GarotosDoNinho 

📸 @alexandrevidalfo... | Instagram"
132004,18968413,1,instagram,https://www.instagram.com/p/CkblUbZJ-_o/,529098,32923.0,156.0,"Flamengo | Fim de jogo no Caio Martins. O Flamengo perde para o Botafogo por 3 a 1. 

A partida de volta será no próximo Sábado (5), na Gávea.

... | Instagram"
132005,18943556,1,instagram,https://www.instagram.com/p/CkZAkWopuEz/,579599,31474.0,133.0,Flamengo | Fim de jogo na Gávea. Os #GarotosDoNinho do Sub-20 empataram em 0 a 0 com o Ceará pelo jogo de ida da semifinal da Copa do Brasil. A eq... | Instagram
132008,18673596,1,instagram,https://www.instagram.com/p/Cj8syKTJkVG/,422210,39093.0,116.0,"CLASSIFICADOS!!! 🔴⚫️

Os #GarotosDoNinho do Sub-16 venceram o Botafogo de virada, por 3 a 2, e se classificaram em primeiro do Gru... | Instagram"
148468,18710607,1,instagram,https://www.instagram.com/p/CkBYa0-L9ml/,495592,35035.0,123.0,"Flamengo | Classificados! 

Fim de jogo no Cefat! Flamengo e Botafogo empataram por 1 a 1, mas com o placar agregado de 4 a 1, os #GarotosDoNinho  a... | Instagram"
132034,14329723,1,instagram,https://www.instagram.com/p/Cb1OYOYuoVa/,124746,14492.0,490.0,"Time Flamengo | Fimmmmmmmm de jogo em São Paulo! 

O @sescrjflamengo vence o Osasco por 3 sets a 1 (parciais de 26/28, 18/25, 25/13 e 20/25) e se classi... | Instagram"
132009,18572017,1,instagram,https://www.instagram.com/p/Cjx1Tmcsljy/,485862,34521.0,124.0,"Flamengo | Fim de jogo no estádio Luso-Brasileiro! Os #GarotosDoNinho do Sub-15 venceram a Portuguesa por 3 a 0, pelo jogo de ida das quartas de fi... | Instagram"
132041,13093777,1,instagram,https://www.instagram.com/p/CaTd5owLTbu/,104893,8991.0,133.0,"Time Flamengo | FIM DE JOGO NO TIJUCAAAAAAAA! 

EM DUELO EMOCIONANTE E DE TIRAR O FÔLEGO, O @sescrjflamengo BATE O PRAIA CLUBE POR 3 SETS A 2 E CONQUIST... | Instagram"
132032,14520135,1,instagram,https://www.instagram.com/p/CcRZLaxLYud/,74440,7363.0,193.0,"Time Flamengo | Fim de jogo no Tijuca Tênis Clube. 

O @sescrjflamengo perde para o Praia Clube por 3 sets a 2, pela segunda partida da série semifinal... | Instagram"
132040,13483636,1,instagram,https://www.instagram.com/p/CaqZ4R5r5mr/,76035,6609.0,69.0,"Time Flamengo | Fim de jogo! O @sescrjflamengo derrota o Curitiba por 3 sets a 0 (25/11, 25/13, 25/15)e engata a sexta vitória seguida na Superliga A! N... | Instagram"
132037,13952253,1,instagram,https://www.instagram.com/p/CbQ66TXLso1/,59377,4914.0,38.0,"Fim de jogo em São Paulo! O @sescrjflamengo vence o Pinheiros por 3 sets a 1 (25/21, 21/25, 25/13, e 25/21)para fechar bem a fase classi... | Instagram"
132038,13585145,1,instagram,https://www.instagram.com/p/Ca0zPhbLeGW/,52433,5073.0,47.0,"Time Flamengo | Fim de jogo no Tijuca! O @sescrjflamengo vence, de virada, o Barueri por 3 sets a 1 (parciais de 21/25, 25/18, 25/17 e 25/22)! Foi a sét... | Instagram"
132043,12720073,1,instagram,https://www.instagram.com/p/CZ-qnQMrkJz/,71109,6543.0,75.0,"Time Flamengo | FIM DE JOGO NO TIJUCAAAAAA! 

Com grande atuação e apoio incondicional da Nação presente, o @sescrjflamengo bate o Sesi Bauru por 3 s... | Instagram"
132044,12499014,1,instagram,https://www.instagram.com/p/CZ2veh7rPhr/,82061,6007.0,51.0,"Time Flamengo | VITÓRIA NO CLÁSSICO! 

Com atuação segura e consistente, o @sescrjflamengo faz 3 sets a 0 no Fluminense (parciais de 25/11, 25/18 e 2... | Instagram"
132045,11742868,1,instagram,https://www.instagram.com/p/CZA-cd5rIds/,61680,3279.0,81.0,"Time Flamengo | Fim de jogo. O @sescrjflamengo é superado fora de casa pelo Osasco por 3 sets a 1 pela Superliga. #FlaVôlei

📸 @carol_fotografia | Instagram"
132042,12894074,1,instagram,https://www.instagram.com/p/CaGbshLrC7g/,57206,5344.0,37.0,"Time Flamengo | FIM DE JOGO NO TIJUCA! 

Dominante durante todo o duelo, o @sescrjflamengo faz 3 sets a 0 no Valinhos (parciais de 25/09, 26/24 e 25/21) ... | Instagram"
132046,11677719,1,instagram,https://www.instagram.com/p/CY2lnthrpY-/,54801,2640.0,45.0,"Time Flamengo | Fim de jogo. O @sescrjflamengo é superado pelo Sesi Bauru por 3 sets a 1 e finaliza a participação na Copa Brasil. #FlaVôlei

📸: M... | Instagram"
107860,14502393,1,instagram,https://www.instagram.com/p/CcNqIB5Lqby/,23568,1515.0,13.0,"Time Flamengo | Garantidos na semi!

Na Liga Nacional, o #PoloFla encerrou a fase de classificação com vitória por 11 a 12 sobre o Paineiras e passou ... | Instagram"
131628,15679065,0,instagram,https://www.instagram.com/p/CeQodb_OYko/,2270863,444721.0,11882.0,"Flamengo | Deixe a sua mensagem para o nosso ídolo @g10dearrascaeta, aniversariante do dia! 🎂👏❤️🖤

#CRF | Instagram"
131558,20107668,0,instagram,https://www.instagram.com/p/Ck9zrXHsYQm/,3897133,649162.0,14681.0,"Flamengo | HOJE TEM MAIS FESTA SIM! 

Hoje é dia de comemorarmos o aniversário de um dos maiores fenômenos culturais e esportivos da história! F... | Instagram"
71780,11066541,0,instagram,https://www.instagram.com/p/CYMhhmzrNMb/,3004895,0.0,0.0,"Flamengo | Hoje é aniversário do nosso meia @andreaspereira! Parabéns, felicidades e SRN, craque! Vamos com tudo em 2022! 🎂👏❤️🖤

#CRF | Instagram"
147628,16758686,0,instagram,https://www.instagram.com/p/CgZMwJTuNad/,1982163,437328.0,7571.0,"Flamengo | Hoje é aniversário do nosso ex-técnico Jorge Jesus! Comandando o MENGÃO, ele foi campeão da Libertadores (2019), do Brasileiro (2019... | Instagram"
131616,16144537,0,instagram,https://www.instagram.com/p/CfMDIJwrGyl/,1306140,167693.0,5919.0,"Flamengo | Hoje é aniversário do nosso goleirão @diegoalves! Com o Manto, ele conquistou: 

🏆 Carioca (2019, 2020 e 2021)
🏆 Brasileiro (201... | Instagram"
107504,20107656,0,instagram,https://www.instagram.com/p/Ck-8NZWvYPG/,2979744,455410.0,5108.0,Flamengo | O Mais Querido comemora hoje 127 anos e o Nação BRB FLA tem orgulho de fazer parte desta comemoração. Como um bom rubro-negro apaixon... | Instagram
131556,20107576,0,instagram,https://www.instagram.com/p/Ck__dJrsEsm/,2984329,428238.0,1568.0,"Flamengo | 🎂👏❤️🖤

#FLA127 

📸 @gilvandesouza / CRF | Instagram"
131613,16529769,0,instagram,https://www.instagram.com/p/Cf6QfvJucUR/,1751583,368307.0,2883.0,"Flamengo | É o criaaaaaaa! Hoje é aniversário do nosso #GarotoDoNinho @vinijr! Parabéns, Malvadeza! Nós te amamos! Muitas felicidades, sucesso ... | Instagram"
71751,11699915,0,instagram,https://www.instagram.com/p/CY6Ppt-LlUB/,2531245,0.0,0.0,"Flamengo | Hoje também é aniversário do #GarotoDoNinho @reinier.jesus, campeão brasileiro e da Libertadores com o Manto em 2019! Parabéns, feli... | Instagram"
131566,18735423,0,instagram,https://www.instagram.com/p/CkDqOQirFto/,2935947,521144.0,1750.0,"Flamengo | Tricampeão mundial, atleta do século e maior artilheiro da história, Pelé completa 82 anos hoje! 

Ao Rei do Futebol, que já desfilo... | Instagram"
131647,14752951,0,instagram,https://www.instagram.com/p/Ccp802SsmT9/,1365583,273288.0,2285.0,"DAVID LUIZ, DAVID LUIZ! 🎶

Nosso zagueiro completa 35 anos nesta sexta-feira (22). Temos grandes objetivos juntos pela frente! Feliz a... | Instagram"
71778,11088180,0,instagram,https://www.instagram.com/p/CYRK93DLzL5/,2487042,0.0,0.0,"Flamengo | Hoje também é aniversário do nosso volante Hugo Moura! Parabéns, felicidades e SRN, cria! #CRF | Instagram"
147617,17142032,0,instagram,https://www.instagram.com/p/ChCcUdPLq1d/,1541586,349908.0,5656.0,"Flamengo | Hoje é aniversário do nosso queridão Filipe Luís, multicampeão com o Manto Sagrado: 

🏆 Libertadores (2019)
🏆 Brasileiro (2019... | Instagram"
131655,14492335,0,instagram,https://www.instagram.com/p/CcK8ptsrvuU/,1458289,222328.0,2963.0,"Flamengo | Feliz aniversário, meu camisa 7. Muita saúde e sucesso sempre. Tamo junto, @evertonri! SRN! ❤️🖤 #CRF | Instagram"
147726,13730025,0,instagram,https://www.instagram.com/p/CbAP3EaOByh/,1172472,199687.0,2479.0,"Flamengo | Olha o robozinho 🤖 aí, Nação! 

É dia de parabenizar o nosso ex-atacante @michael19 pelo aniversário de 26 anos. Com o Manto, ele... | Instagram"
131622,15900253,0,instagram,https://www.instagram.com/p/CetMTMQrq1J/,988669,111849.0,2615.0,"Hoje é aniversário do nosso lateral-direito chileno Maurício Isla, campeão brasileiro (2020), da Supercopa do Brasil (2021) e do Cari... | Instagram"
131581,18079398,0,instagram,https://www.instagram.com/p/Ciu-5szLblp/,1796884,312528.0,3429.0,"Flamengo | Nosso griô, nossa história viva. Denir é um símbolo de rubro-negrismo e temos muito orgulho de tê-lo conosco.

Feliz aniversário, �... | Instagram"
147667,15619871,0,instagram,https://www.instagram.com/p/CeJJ3m3rztD/,917284,135050.0,1024.0,"Flamengo | Hoje é aniversário do nosso atacante @marinhoofficial! Parabéns, felicidades e SRN! Sucesso sempre! 

#CRF | Instagram"
131695,13383047,0,instagram,https://www.instagram.com/p/CakGQfcrAyA/,1522531,157361.0,1006.0,"Flamengo | Rio, meu amor! Eu te amoooo! 

Hoje é o aniversário da Cidade Maravilhosa, a nossa casa! 457 anos encantando o Mundo! 

Muitas glórias... | Instagram"
131588,17740583,0,instagram,https://www.instagram.com/p/CiC3bsAgQyj/,1582052,299379.0,2315.0,"Flamengo | Hoje é aniversário do nosso ídolo @juliocesar, campeão carioca (1999, 2000, 2001 e 2004), da Copa dos Campeões Mundiais (1997), da M... | Instagram"
131620,15965339,0,instagram,https://www.instagram.com/p/Ce3ukv6rTc4/,1325057,98056.0,615.0,"Flamengo | Parabéns, @maracana!!! 🎂7️⃣2️⃣❤️🖤

Com a Nação, é raça, amor e paixão! A Maior do Mundo no “Maior do Mundo”! ... | Instagram"
71731,12859802,0,instagram,https://www.instagram.com/p/CaE9H7aLNUa/,1093224,0.0,0.0,"Flamengo | Pode tocar o tantã que é #DidicoDay

Campeão carioca (2000 e 2001), da Copa dos Campeões (2001) e do Brasileiro (2009) com o Manto, o... | Instagram"
147573,18473832,0,instagram,https://www.instagram.com/p/CjnilmhMlo4/,2599444,249862.0,853.0,"Flamengo | O Cristo Redentor, uma das Novas Sete Maravilhas do Mundo Moderno, completa 91 anos hoje! 👏🎂

Torcei por Nós! 🙏❤️🖤

#CRF... | Instagram"
147650,16007772,0,instagram,https://www.instagram.com/p/Ce_N444LDz-/,684708,100342.0,1062.0,"Flamengo | Hoje é aniversário do nosso lateral-esquerdo Ayrton Lucas! Parabéns, felicidades e SRN, garoto! Que você faça muito sucesso com o Ma... | Instagram"
71733,12720028,0,instagram,https://www.instagram.com/p/CZ9QrRiLM5v/,1356579,0.0,0.0,"Flamengo | Campeão carioca (2017 e 2019), da Libertadores (2019) e do Brasileiro (2019) com o Manto, o nosso ex-lateral-direito Pará faz aniversá... | Instagram"
65303,12056069,0,instagram,https://www.instagram.com/p/CZTL8-IssSB/,1196680,0.0,0.0,"Flamengo | Hoje também é aniversário do lateral-direito @pretinhorodi_oficial, o nosso Rodilindo! Parabéns, felicidades e SRN, Rodi! #CRF 👏�... | Instagram"
131640,15097876,0,instagram,https://www.instagram.com/p/CdVgeLOrdVB/,960600,65449.0,1271.0,Flamengo | Eterno! O nosso ídolo Carlinhos faria aniversário nesta segunda-feira. Ele brilhou no Mais Querido como jogador e treinador. Como técn... | Instagram
131624,15859203,0,instagram,https://www.instagram.com/p/Celf7hrrRyT/,703688,50070.0,1399.0,"Flamengo | O nosso ídolo Renato Abreu faz aniversário hoje. Com o Manto Sagrado, ele foi campeão da Copa do Brasil e do Campeonato Carioca (2007 ... | Instagram"
131557,20107666,0,instagram,https://www.instagram.com/p/Ck-ju0_OMUa/,1364288,176524.0,433.0,"Bom dia, Maior Torcida do Mundo! E que dia especial! Já já, às 7h, a tradicional Alvorada inicia os festejos do aniversário rubro-neg... | Instagram"
131617,16049419,0,instagram,https://www.instagram.com/p/CfEMwa7uNHX/,622060,88375.0,992.0,"Flamengo | Hoje é aniversário do nosso zagueirão @pablocastro! Parabéns, felicidades e SRN! 👏🎂❤️🖤

#CRF | Instagram"
131636,15112572,0,instagram,https://www.instagram.com/p/CdZTECVrc1X/,786417,61872.0,1393.0,"Flamengo | Vanderlei Luxemburgo, que foi técnico e jogador do Mais Querido, completa 70 anos nesta terça-feira. Parabéns e muitas felicidades, Lu... | Instagram"
147671,15532835,0,instagram,https://www.instagram.com/p/Cd8MzgorIZ-/,739543,72488.0,778.0,"Flamengo | Hoje é aniversário do nosso goleiro Matheus Cunha. Parabéns, felicidades e SRN! Muito sucesso com o Manto! 

#CRF | Instagram"
131668,14083016,0,instagram,https://www.instagram.com/p/CbfF1-kL5U6/,871773,99697.0,797.0,"Flamengo | Hoje é aniversário do nosso zagueirão @ghenrique093! 

Com o Manto Sagrado ele já foi campeão… 

🏆 Carioca (2020 e 2021) 
🏆 ... | Instagram"
131633,15273261,0,instagram,https://www.instagram.com/p/Cdoewd7pZx_/,539016,37065.0,2175.0,"Flamengo | Hoje é aniversário do nosso ex-volante Elias, campeão da Copa do Brasil com o Manto Sagrado em 2013. Parabéns, felicidades e SRN! #CRF | Instagram"
131670,14060182,0,instagram,https://www.instagram.com/p/CbcjQIkr6bi/,770877,109241.0,605.0,"Flamengo | Hoje é aniversário do nosso volante @thiago.maia! Com o Manto, ele foi campeão carioca (2020 e 2021), da Supercopa (2020 e 2021), da R... | Instagram"
147659,15887091,0,instagram,https://www.instagram.com/p/CeqqvWiLw6_/,799485,60333.0,577.0,"Flamengo | Hoje é aniversário do nosso ex-atacante Vagner Love, o Artilheiro do Amor. Com o Manto, ele marcou 47 gols em 81 jogos. Parabéns, feli... | Instagram"
131677,13914496,0,instagram,https://www.instagram.com/p/CbNWCUorTN-/,832788,53910.0,1817.0,"Flamengo | Alô, Aracaju! 

A belíssima capital de Sergipe completa hoje 167 anos! Parabéns para a cidade e para todos os rubro-negros locais! �... | Instagram"
131590,17704706,0,instagram,https://www.instagram.com/p/Ch-4zFOsxwb/,1218964,175679.0,421.0,"Flamengo | Nação, hoje, o nosso parceiro master completa 56 anos de existência! O Mengão deseja um feliz aniversário e espera que essa parceria... | Instagram"
71724,13257099,0,instagram,https://www.instagram.com/p/Cah5gcEtsZa/,862291,0.0,0.0,"Flamengo | Nação, tem quiz novo no Fla-app! Comemorando o aniversário do nosso capitão Diego Ribas, queremos saber se você sabe tudo sobre o me... | Instagram"
131644,14758685,0,instagram,https://www.instagram.com/p/Ccx35q1sv8R/,721416,71056.0,474.0,"Flamengo | O zagueiro Cleiton é o aniversariante do dia. Parabéns, tudo de bom e muito sucesso com o Manto Sagrado. SRN! #CRF | Instagram"
131574,18547561,0,instagram,https://www.instagram.com/p/Cjsud3ss5bx/,1238551,142280.0,1698.0,"Flamengo | Hoje é aniversário do nosso ex-volante Cuéllar, campeão carioca (2017 e 2019), do Brasileiro (2019) e da Libertadores (2019) com o Ma... | Instagram"
131575,18413121,0,instagram,https://www.instagram.com/p/Cjfsz5SsSW9/,1438885,129518.0,1660.0,"Hoje é aniversário do nosso ex-atacante Vitinho, campeão carioca (2019, 2020, 2021), da Libertadores (2019), do Brasileiro (2019 e 202... | Instagram"
147727,13730026,0,instagram,https://www.instagram.com/p/CbAPDarOxpv/,582672,85556.0,541.0,"Flamengo | Hoje também é aniversário do nosso cria @lazaro_vinicius10! Parabéns, felicidades e SRN! Que você tenha sempre muito sucesso com o M... | Instagram"
131585,17828750,0,instagram,https://www.instagram.com/p/CiPwJPbryXd/,821280,136377.0,912.0,"Flamengo | Hoje é aniversário do nosso cria @matheuzinho.02! Parabéns, felicidades e SRN, garoto! A Nação te abraça! #CRF | Instagram"
131646,14752944,0,instagram,https://www.instagram.com/p/CcqUrvULERB/,791720,54035.0,467.0,"Flamengo | Tricampeão carioca (1999, 2000 e 2004), campeão da Copa Ouro Sul-Americana (1996) e campeão da Copa Mercosul (1999), o ex-jogador Fáb... | Instagram"
131584,17828743,0,instagram,https://www.instagram.com/p/CiQNoInrB0y/,972544,80617.0,2809.0,"Flamengo | Alô, São Luís! Parabéns pelos 410 anos! A todos os rubro-negros locais, o nosso forte abraço! 👏🎂❤️🖤

#CRF | Instagram"
131663,14237792,0,instagram,https://www.instagram.com/p/CbsAw9vLUDe/,698062,66579.0,456.0,"Flamengo | Alô, Salvador! Hoje, a capital baiana completa 473 anos! Parabéns para a cidade e para todos os rubro-negros locais! Muito axé! 👏�... | Instagram"
131567,18735424,0,instagram,https://www.instagram.com/p/CkDpR1fr_K6/,1205077,122041.0,1000.0,"Flamengo | Campeão carioca (2007, 2008, 2009, 2011 e 2014), da Copa do Brasil (2006 e 2013) e do Campeonato Brasileiro (2009) com o Manto, o nosso ... | Instagram"
131595,17344182,0,instagram,https://www.instagram.com/p/ChVBApbLvby/,981360,84752.0,1620.0,"Flamengo | Teresina completa hoje 170 anos! Parabéns para a capital do Piauí e para todos os rubro-negros locais! 🎂👏❤️🖤

#CRF | Instagram"
131683,13747318,0,instagram,https://www.instagram.com/p/CbC6courX_S/,564712,70081.0,457.0,"Flamengo | Hoje é aniversário do nosso lateral-esquerdo @ramon_ramos006! Parabéns, cria! Felicidades sempre! 👏🎂❤️🖤

#CRF | Instagram"
147615,17142030,0,instagram,https://www.instagram.com/p/ChCewgfrSp7/,728230,109454.0,596.0,"Flamengo | Hoje também é dia de comemorar o aniversário do Velho Lobo, que honrou o Manto como jogador e treinador! Multicampeão pelo Flamengo n... | Instagram"
131555,20158247,0,instagram,https://www.instagram.com/p/ClEDGsqLq5O/,1254607,92969.0,364.0,"Flamengo | Visionários! 

O Flamengo foi fundando em um domingo no dia 17 de novembro de 1895. Ora, muitos irão se perguntar por que então se diz... | Instagram"
71779,11088181,0,instagram,https://www.instagram.com/p/CYRHyXBrLhD/,946427,0.0,0.0,"Flamengo | Campeão brasileiro (2009) e carioca (2011) pelo Mengão, o chileno Maldonado faz aniversário hoje. Parabéns, felicidades e SRN! #CRF | Instagram"
131635,15260399,0,instagram,https://www.instagram.com/p/CdlGdptr77g/,508072,38789.0,488.0,"Flamengo | ÍDOLO, CRAQUE, GENIAL! ❤️

Campeão mundial (1981), da Libertadores (1981), brasileiro (1980, 1982 e 1983) e carioca (1978, 1979 - E... | Instagram"
131649,14724330,0,instagram,https://www.instagram.com/p/CcngrArMsDD/,567040,52278.0,355.0,"Flamengo | Feliz aniversário, Tromba! Você escreveu grandes páginas na nossa história e nós seremos gratos pra sempre. Te amamos! #CRF | Instagram"
131664,14126214,0,instagram,https://www.instagram.com/p/CbkhkX8Ln6t/,826698,37999.0,134.0,Flamengo | A cidade de Porto Alegre completa 250 anos hoje! Parabéns para a capital gaúcha e para todos os rubro-negros locais! 👏🎂❤️🖤... | Instagram
71734,12514072,0,instagram,https://www.instagram.com/p/CZ4Mmv1LfOW/,689451,0.0,0.0,"Flamengo | Hoje também é aniversário do nosso zagueirão @fabriciobruno96! 

Parabéns, felicidades e SRN! Que você tenha muito sucesso com o Ma... | Instagram"
131662,14237791,0,instagram,https://www.instagram.com/p/CbsCGCHLZWX/,729251,42369.0,180.0,"Flamengo | Hoje também é o aniversário de 329 anos de Curitiba! Parabéns! 

A todos os rubro-negros da capital paranaense, o nosso forte abraço... | Instagram"
71747,12030069,0,instagram,https://www.instagram.com/p/CZPLQCZrp3k/,652710,0.0,0.0,"Flamengo | Hoje é aniversário do nosso ex-goleiro @cesarbernardo__, campeão da Copinha, do Brasileiro, da Copa do Brasil, do Carioca, da Supercop... | Instagram"
71744,12096673,0,instagram,https://www.instagram.com/p/CZZIyoFLXUL/,635122,0.0,0.0,"Flamengo | Hoje também é aniversário do nosso goleirão @_hugo99! Parabéns, cria! Felicidades, SRN é muito sucesso com o Manto Sagrado sempre! ... | Instagram"
147681,15128187,0,instagram,https://www.instagram.com/p/CdazpFxr1XL/,550895,32639.0,315.0,"Flamengo | Campeão brasileiro com o Manto Sagrado em 1992, o nosso ex-zagueiro Gélson Baresi completa mais um ano de vida hoje. Parabéns, felicid... | Instagram"
131687,13687658,0,instagram,https://www.instagram.com/p/Ca7JdGDrAm2/,577064,42459.0,375.0,"Hoje é aniversário do nosso ex-zagueiro @m_thuler, campeão carioca (2019 e 2020), brasileiro (2019 e 2020), da Libertadores (2019), da... | Instagram"
71743,12096672,0,instagram,https://www.instagram.com/p/CZZJmd-L70r/,636997,0.0,0.0,"Flamengo | O nosso zagueirão @leopereira4 faz aniversário hoje! Parabéns, felicidades e SRN, Léo! 🎂👏❤️🖤

#CRF | Instagram"
65300,12056064,0,instagram,https://www.instagram.com/p/CZUawdvrDBu/,794146,0.0,0.0,"Flamengo | Hoje também é aniversário do nosso ex-volante Willians, campeão brasileiro (2009) e carioca (2009 e 2011) com o Manto Sagrado. Parab�... | Instagram"
71760,11512345,0,instagram,https://www.instagram.com/p/CYymct7Le1h/,762455,0.0,0.0,"Flamengo | Hoje é aniversário do nosso ex-lateral-esquerdo @athirson.oficial, campeão da Copa Ouro Sul-Americana (1996), do Campeonato Carioca (1... | Instagram"
